id,texto,palabras_ambiguas,genero
3121,"El hecho de que los avatares de la corona británica hayan sido siempre un filón para cualquier guionista, alcanza todo su sentido en esta ambiciosa y cuidada apuesta de Netflix. “The Crow” ha estado e",corona | oro,Drama
3122,"Un retrato formidable que no se corta un pelo en retratar a los miembros de la realeza británica como una poderosa mafia, (en Inglaterra coloquialmente se refieren a ellos como ""The Firm"") capaz de ma",red,Drama
3123,"Vaya por delante: a mí siempre me ha sugestionado la tradición británica de conservar las protocolarias costumbres de la Corona, con su boato e  inmutables formas, tan importantes en cualquier Estado ",corona | corona | plata | corona | corona,Drama
3124,"Despues de cinco temporadas y a pesar de que conocemos los hechos históricos, la serie sigue atrapando y convenciendo. La hemos visto avanzar, cambiar a sus actores principales, evolucionar y ahondar ",cabo,Drama
3125,"""The Crown"" ha sido una de las series más maravillosas que he visto últimamente, una delicia de principio fin, una inmersión total de los sentidos en una época, en una historia, en unos personajes, fa",corona,Drama
3127,"Vi la penúltima temporada de The Crown. Lamentable. Luego de ser una serie de calidad, llena de matices, crítica con la decadente corona, aquí lisonjea al “pobre” actual rey Carlos y, claro, la culpa ",corona,Drama
3133,"Tanto la película como la serie son auténticas obras maestras de la producción audiovisual italiana.En concreto la serie, en sus tres primeras temporadas, constituye un muy buen exponente del buen hac",linea | linea,Drama
3155,"Buen somnífero. Una mierda. La voz en off es tan cansina que a los 5 minutos ya estás durmiendo. Esto no es la Delgada línea roja, buena peli pese a quién pese. Esto es una bazofia, aburrida, cansina,",linea,Terror
3161,"*¡París, oh là là!Allí comienza el primer episodio y ""el encargo"". Las vistas desde el apartamento donde vigila la casa de la víctima muestran el elegante barrio del Panteón. De la fotografía se ha en",cabo | cabo | cabo,Terror
3165,"Mayra: Por veinticinco pesetas, díganme títulos de películas de David Fincher que sean obras maestras. Según la opinión de Augusto Faroni, claro, que es quien nos imagina en su tontuna. Por ejemplo: “",red,Terror
3168,"El cinco de julio escribí mi última crítica y después me sobrevino el aburrimiento ante todo lo que veía, nada merecía que escribiese un ratito en mi página favorita de cine, pero este fin de semana p",red,Terror
3184,"Que David Fincher, director de El Club de la Lucha, Seven y La Red Social entre otras, estrene una película y casi nadie se entere es un crimen. La poca publicidad que ha habido para The Killer sorpre",red,Terror
3187,"Absolutamente frío el asesino, bien encarnado por Fassbender, y absolutamente frío me he quedado yo cuando he terminado de verla.A primera vista parece que todo está bien engarzado en la historia, que",linea,Terror
3194,"“El Asesino”, dirigida por David Fincher(Los Siete Pecados Capitales),  trae con su habitual suspenso un lapso de tiempo de un sicario muy meticuloso donde un trabajo no sale tan bien lo que le acarre",red,Terror
3195,"Tras años alejado de los thrillers, el director de ""Seven"" o ""The Game"", vuelve con ""The killer"", la historia de un frío y perfeccionista asesino profesional protagonizada por Michael Fassbender.¿Y, q",red | cabo,Terror
3210,"Todas las películas de David Fincher me han gustado mucho, y si no me han gustado del todo (""Alien 3"", ""Panic Room"") siempre las he defendido a capa y espada. Fincher rueda como Dios, es un genio de l",red,Terror
3218,Una pena que directores como Fincher tengan que estrenar en cuatro salas mal contadas y que sea una plataforma a la que tengamos que acudir para ver sus películas. Ya pasó con MANK su anterior y mejor,linea,Terror
3224,"Soy un enamorado de la voz en off. Si está bien implementada, no me sobra. Es literaria, y aunque este sea un medio eminentemente visual, me gustan esos largos monólogos que aportan trasfondo al perso",red,Terror
3233,"No esperaba mucho después de leer algunas críticas, pero el visionado me ha confirmado los peores augurios. Quizás si esta película fuera de otro director le daría un aprobado por su buena factura téc",cabo,Terror
3234,"Soy un sigiloso admirador de esas mentes. Esas personalidades perturbadas, mórbidas, oscuras y la introversión de ellas. Ahí dentro hay un mundo repleto de reflexiones, pensamientos, emociones y senti",clave,Terror
3238,"Quizá he visto esta película desde la exigencia a David Fincher y eso ha influido en que me hayan gustado muy pocas cosas de ella. Premisa interesante, personajes correctos y una trama manida y repeti",linea,Terror
3256,"El reality es divertidísimo. Independientemente de si conoces o eres seguidor de la gente del ""mundo Sálvame"", estos personajes son oro puro, además tanto para lo bueno como para lo malo. 3 capítulos ",oro,Comedia
3283,"A veces no puedo evitar subirme al tren de lo que está a la moda o en este caso de la serie que mucha gente está hablando maravillas, y la verdad que esta es una de esas veces agradezco haberme subido",clave,Accion
3299,"Imagínese que desea presentar un cuadro excepcional, pero, en lugar de embellecer el espacio en el que lo exhibirá, decide dar brochazos al lienzo para alterarlo, ya sea con la intención de hacerlo má",cabo,Drama
3304,"""Nyad"", a primera vista, es una historia de superación y resistencia humana. La película, basada en hechos reales, cuenta la historia de Diana Nyad, una nadadora de larga distancia que, en 2013, se co",clave,Drama
3306,"Nyad es una película biográfica que narra la increíble hazaña de Diana Nyad, una nadadora que a los 60 años se propuso cruzar a nado el estrecho de Florida desde Cuba, sin jaula protectora contra los ",estrella,Drama
3315,"*Una heroína aparentemente normalNyad recupera la proeza que en 2013 lograría Diana Nyad (Annette Bening), a la que su padre llamaba ninfa del agua. Consiguiendo cruzar a nado la distancia que separa ",radio | clave | estrella,Drama
3326,"Con las últimas películas de Santiago Segura aprendemos tres lecciones clave:1º) Que aún no se ha tocado fondo. Se puede interpretar todavía peor, y hacer una película sin sentido...y lograr que la ge",clave,Comedia
3337,"No me he destacado yo por ser demasiado hater, o por lo menos esa es la impresión que tengo de mí mismo. No odio a las cosas porque sí. Lo que sí me ocurre (y me he percatado de ello) ahora que ya pei",oro,Comedia
3361,Un éxito recurrente que se repite una y otra vez en la pequeña pantalla es el drama médico ubicado en un hospital. Las historias de enfermos y médicos son una veta de oro televisiva inagotable que se ,oro,Drama
3363,"“La serie que NO debes ver”, reza la única crítica de un usuario a esta serie aquí en FilmAffinity. Va a resultar hasta gracioso que las dos críticas vayan a ser tan radicalmente opuestas no solo en l",clave,Drama
3367,"Lamento admitir que mi evaluación de la serie se ve limitada por la ausencia de haber explorado la obra literaria original, lo que podría haber arrojado luz sobre ciertos aspectos que la adaptación pa",radio,Drama
3369,"Miniserie de Netflix que adapta la novela ganadora de un Pulitzer que narra las peripecias de Marie-Laure, una chica invidente que huye con su padre a la casa de su tío en Francia durante la invasión ",radio,Drama
3378,Este es un ejemplo de película / serie en la que las valoraciones que la gente hace se dividen en dos: quienes han leído antes la novela y quienes no. El primer grupo tiene unas determinadas expectati,cabo,Drama
3379,"Me ha costado terminarla y eso que solo cuenta con cuatro capítulos. No sé cómo será el libro en que se basa, pero no pienso leerlo para comprobar si es mejor o peor que esta serie.La historia no me h",radio,Drama
3397,"Una siempre bella Roma, una ciudad del amor, una historia prohibida, un mundo de deseos ocultos a la sombra de un cine. Cuando empiezas a ver la película te dejas llevar por la nostalgia, tal y como u",cabo,Drama
3415,"Paco Plaza ha inaugurado el Festival de Sitges 2023 con una cátedra de cine de terror clásico como pocos cineastas pueden impartir en España. Casualidad o hermandad, el director valenciano ha dado el ",oro,Terror
3417,"Uno de los directores de género referencia de nuestro país vuelve a la carga de la mano de Netflix con un spin-off de su magnífica Verónica, más allá de sacar rédito de la obra principal, este enlace ",campo,Terror
3444,"ConclusionesQue Plaza es un artesano del terror es ya un hecho desde el principio de su carrera, siempre ha demostrado una madurez impregnada en cada uno de sus trabajos y este no podía ser menos, par",oro,Terror
3446,"Sabéis cuando la crítica profesional machaca sin piedad a una película, y luego os acercáis a ella, intoxicado por esas despiadadas opiniones, y una vez la finalizáis os decís a vosotros mismos: pues ",clave | clave,Drama
3459,"""Pain Hustle"" (2023), basada en la novela ""Pain Hustlers"" de Evan Hughes, es una película que, lamentablemente, no logra cumplir con las expectativas y potencial que podría haber tenido. La trama, que",cabo,Drama
3466,"*Una adaptación con una lectura contemporáneaCon la convivencia entre humanos y robots en juego, Pluto plantea dudas que remiten al momento actual. Situada en un futuro lejano, en el que los robots so",cabo | cabo,Ciencia Ficcion
3511,"*Cuatro líneas temporalesNo sería la primera vez que vemos en la ficción una historia que se desarrolla en distintas líneas temporales, en otras épocas o incluso en mundos paralelos. Cadáveres lleva e",linea | linea | clave,Ciencia Ficcion
3513,"Adaptación televisiva británica para Netflix de la novela gráfica ""Bodies"" de Si Spencer (publicada por Vertigo en 2014 en 8 volúmenes, y más tarde recuperada por DC Comics en un único volumen, no est",campo,Ciencia Ficcion
3515,"El metaverso...otra vez. ""Cadáveres"" arranca con un cadáver desnudo tendido en una neblinosa calle de Londres. Nada raro si no fuera porque ese cadáver aparece simultáneamente en el mismo lugar pero e",linea,Ciencia Ficcion
3522,"De primeras hay que decir que Cadáveres paga el empacho de producciones previas sobre viajes en el tiempo. Ya todo nos suena, ya lo vimos, ya incluso nos aburrimos con muchos de esos aspectos.Añade su",oro,Ciencia Ficcion
3526,"Realmente una miniserie para olvidar. Quizás el libro en que se basa sea mejor (aunque dudo) y solo el director no pudo contar con claridad en ocho capítulos algo que se entienda. Hay inconsistencias,",plata,Ciencia Ficcion
3537,"Es de sobras conocido que todo buen asesino en serie necesita una celebración para iniciar su cacería y arrancar el slasher: reuniones de alumnos, gente que oculta pecados, bailes de fin de curso… tod",curso,Comedia
3540,"El mundo del slasher es muy particular. Desde aquella primera Halloween de 1978, pasando por Scream y todos sus derivados, Chucky también, Freddy, don Bates, y tantos otros más que este mundillo nos h",campo,Comedia
3542,Los amantes del slasher debemos estar de enhorabuena;  llega a nosotros a través de netflix un film que sacia el apetito de todos los que tengamos ganas de divertirnos viendo buenas dosis de ketchup y,capital,Comedia
3547,"Que a Mike Flanagan le encantan los diálogos pseudo-filosóficos es por todos conocido, también que le gustan las series tan corales que a veces pare personajes sin demasiado sentido, o tiempo de desar",cabo,Terror
